Address,Zip,Zillow ID,Tax,Tax_Year,Home Type,Home Size,Bathrooms,Bedrooms,Last Sold Date,Last Sold Price,Zestimate Amount,Zestimate Date,Zestimate Value Change
40 E 9th St P-74 ,60605,70471800,40.0,2017,Condominium,66647,,,09/05/2002,20000,30206,04/03/2019,-73
40 E 9th St P-75 ,60605,70471801,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-76 ,60605,70471802,40.0,2017,Condominium,66647,,,10/19/2010,32000,30206,04/03/2019,-73
40 E 9th St P-78 ,60605,70471803,40.0,2017,Condominium,66647,,,05/19/2003,31000,30206,04/03/2019,-73
40 E 9th St P-8 ,60605,70471739,40.0,2017,Condominium,66647,,,08/26/2009,210000,30206,04/03/2019,-73
40 E 9th St P-81 ,60605,70471804,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-82 ,60605,70471805,40.0,2017,Condominium,66647,,,06/18/2013,28000,30206,04/03/2019,-73
40 E 9th St P-83 ,60605,70471806,40.0,2017,Condominium,66647,,,05/14/2008,35000,30206,04/03/2019,-73
40 E 9th St P-84 ,60605,70471807,40.0,2017,Condominium,66647,,,02/15/2018,255000,30206,04/03/2019,-73
40 E 9th St P-85 ,60605,70471808,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-86 ,60605,70471809,40.0,2017,Condominium,66647,,,09/18/2014,199000,30206,04/03/2019,-73
40 E 9th St P-87 ,60605,70471810,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-88 ,60605,70471811,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-89 ,60605,70471812,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-9 ,60605,70471740,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-90 ,60605,70471822,40.0,2017,Condominium,66647,,,07/22/2011,33000,30206,04/03/2019,-73
40 E 9th St P-91 ,60605,70471814,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-93 ,60605,70471816,40.0,2017,Condominium,66647,,,01/15/2004,32500,30206,04/03/2019,-73
40 E 9th St P-94 ,60605,70471807,40.0,2017,Condominium,66647,,,02/15/2018,255000,30206,04/03/2019,-73
40 E 9th St P-95 ,60605,70471818,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-96 ,60605,70471819,40.0,2017,Condominium,66647,,,08/26/2009,210000,30206,04/03/2019,-73
40 E 9th St P-97 ,60605,70471820,40.0,2017,Condominium,66647,,1,11/18/2014,510000,30206,04/03/2019,-73
40 E 9th St P-98 ,60605,70471821,40.0,2017,Condominium,66647,,,,,30206,04/03/2019,-73
40 E 9th St P-99 ,60605,70471822,40.0,2017,Condominium,66647,,,07/22/2011,33000,30206,04/03/2019,-73
26 E Balbo Ave #3 ,60605,3847034,462180.0,2017,Unknown,,,,,,472577,04/03/2019,-35873
41 E Ith St ,60605,,,,,,,,,,,,
30 E Roosevelt Rd ,60605,2085084285,,,MultiFamily5Plus,,1.0,1,,,,12/31/1969,
1433 E South Prairie Ave #L ,60605,2098572492,569950.0,2017,Townhouse,162479,4.0,3,08/09/2016,738500,1001658,04/03/2019,-14517
59 E Van Buren St ,60605,2115696540,,,Apartment,,1.0,0,,,,01/01/1970,
2120 Gladys ,60605,,,,,,,,,,,,
1529 Hale ,60605,70474961,24000.0,2017,Condominium,23185,,,02/20/2004,221000,33778,04/03/2019,-1236
1529 Hale 1406 ,60605,63704477,184810.0,2017,Condominium,23185,,,02/20/2004,221000,276204,04/03/2019,-16618
303 Hamilton ,60605,,,,,,,,,,,,
1650 Harrison ,60605,,,,,,,,,,,,
1758 Harrison ,60605,,,,,,,,,,,,
326 Hoyne ,60605,,,,,,,,,,,,
1263 Indiana ,60605,,,,,,,,,,,,
2135 Jackson ,60605,,,,,,,,,,,,
2144 Jackson ,60605,2101175429,,,Condominium,,2.0,3,01/18/2007,161500,311491,04/03/2019,-3739
1305 Michigan ,60605,2129682403,219310.0,2017,Condominium,,2.0,2,10/05/2012,330000,409408,04/03/2019,-12761
1400 Michigan ,60605,121074929,255440.0,2017,Condominium,,1.0,1,12/03/2008,491000,307229,04/03/2019,-21635
664 Michigan Ave ,60605,87699245,76700.0,2017,Unknown,,,,05/28/2015,2600000,,01/01/1970,
211 Ohio ,60605,2085115395,332550.0,2017,MultiFamily5Plus,48352,2.0,2,07/02/2018,252500,,01/01/1970,
729 Randolph ,60605,158801167,78230.0,2017,VacantResidentialLand,3040,,0,02/01/2016,16500000,,01/01/1970,
410 S Clark St ,60605,,,,,,,,,,,,
424 S Clark St ,60605,,,,,,,,,,,,
547 S Clark St ,60605,54539368,691340.0,2017,Condominium,10000,2.5,3,05/01/2018,825000,880126,04/03/2019,27794
547 S Clark St 302 ,60605,54539317,319760.0,2017,Condominium,10000,2.0,2,09/22/2010,380000,396097,04/03/2019,-3949
547 S Clark St 303 ,60605,54539318,206220.0,2017,Condominium,10000,1.0,1,04/02/2008,265000,271384,04/03/2019,4392
547 S Clark St 304 ,60605,54539319,208540.0,2017,Condominium,10000,,,06/10/2014,229000,261931,04/03/2019,18375
547 S Clark St 305 ,60605,54539320,206220.0,2017,Condominium,900,,1,02/25/2004,215000,253458,04/03/2019,8351
547 S Clark St 306 ,60605,54539321,288870.0,2017,MultiFamily2To4,10000,1.0,1,05/03/2011,330000,326604,04/03/2019,7359
547 S Clark St 401 ,60605,54539322,279460.0,2017,Condominium,10000,2.0,2,10/26/2018,390000,393204,04/03/2019,6383
547 S Clark St 402 ,60605,54539323,331350.0,2017,MultiFamily2To4,10000,1.0,1,11/19/2004,375000,329389,04/03/2019,16814
547 S Clark St 403 ,60605,52437755,210860.0,2017,MultiFamily2To4,10000,1.0,1,06/17/2005,232000,255580,04/03/2019,5530
547 S Clark St 404 ,60605,54539324,212730.0,2017,MultiFamily2To4,10000,1.0,1,02/15/2018,264000,276680,04/03/2019,3768
547 S Clark St 405 ,60605,54539325,210860.0,2017,MultiFamily2To4,10000,1.0,1,09/20/2013,1750,273420,04/03/2019,4999
547 S Clark St 406 ,60605,54539326,299690.0,2017,Condominium,10000,,,05/02/2002,347500,348430,04/03/2019,-631
547 S Clark St 407 ,60605,54539327,261840.0,2017,Condominium,10000,,,,,322152,04/03/2019,-2586
547 S Clark St 501 ,60605,54539328,285790.0,2017,Condominium,10000,2.0,2,11/22/2011,290000,392474,04/03/2019,9002
547 S Clark St 502 ,60605,54539329,342180.0,2017,Condominium,10000,2.0,2,10/25/2006,460000,430169,04/03/2019,-5094
547 S Clark St 503 ,60605,54539330,216280.0,2017,Condominium,10000,1.0,1,06/01/2017,273000,272940,04/03/2019,5182
547 S Clark St 504 ,60605,54539331,218580.0,2017,Condominium,10000,,1,07/12/2016,246000,276123,04/03/2019,4451
547 S Clark St 505 ,60605,54539332,216280.0,2017,Condominium,10000,1.0,1,06/30/2017,260000,271314,04/03/2019,3962
547 S Clark St 506 ,60605,54539333,311260.0,2017,Condominium,10000,2.0,2,02/22/2012,285000,360481,04/03/2019,7846
547 S Clark St 601 ,60605,54539334,296120.0,2017,Condominium,10000,,,04/08/1999,172500,346901,04/03/2019,-343
547 S Clark St 602 ,60605,54539335,353590.0,2017,MultiFamily2To4,10000,2.0,2,11/12/2015,501000,420023,04/03/2019,-2281
547 S Clark St 603 ,60605,54539336,283480.0,2017,Condominium,10000,,2,01/30/2015,353000,341011,04/03/2019,862
547 S Clark St 604 ,60605,54539337,283480.0,2017,Condominium,10000,2.0,2,04/02/2009,295000,341011,04/03/2019,862
547 S Clark St 605 ,60605,54539338,322090.0,2017,Condominium,10000,,,02/10/2017,275000,395131,04/03/2019,120
547 S Clark St 606 ,60605,54539339,271870.0,2017,Condominium,1650,2.0,2,04/29/2016,475000,409878,04/03/2019,-26587
547 S Clark St 702 ,60605,54539341,369200.0,2017,Condominium,10000,2.0,2,,,389427,04/03/2019,-10887
547 S Clark St 705 ,60605,54539344,333520.0,2017,Condominium,10000,2.0,2,09/25/2006,415000,446891,04/03/2019,-1207
547 S Clark St 801 ,60605,54539345,309720.0,2017,Condominium,10000,2.0,2,06/30/2010,391000,407397,04/03/2019,8252
547 S Clark St 802 ,60605,54539346,375380.0,2017,Condominium,10000,2.0,2,08/14/2012,362500,445887,04/03/2019,-1201
547 S Clark St 803 ,60605,51176435,295830.0,2017,MultiFamily2To4,10000,1.0,1,09/15/2000,305000,307360,04/03/2019,6829
547 S Clark St 804 ,60605,48136131,295830.0,2017,Condominium,10000,2.0,2,08/11/2016,410000,327036,04/03/2019,7400
547 S Clark St 805 ,60605,54539347,344490.0,2017,Condominium,10000,2.0,2,01/26/2012,345000,407093,04/03/2019,4048
547 S Clark St 901 ,60605,54539349,318070.0,2017,Condominium,10000,,,12/29/2009,100000,382713,04/03/2019,-9300
547 S Clark St 902 ,60605,54539350,384500.0,2017,Condominium,10000,2.0,2,04/20/2006,400000,466548,04/03/2019,1045
547 S Clark St 903 ,60605,54539351,302010.0,2017,Condominium,10000,2.0,2,11/14/2012,345000,384917,04/03/2019,25225
547 S Clark St 904 ,60605,54539352,302010.0,2017,Condominium,10000,,,02/08/2000,290000,349358,04/03/2019,1109
547 S Clark St 905 ,60605,54539353,353590.0,2017,Condominium,10000,2.0,2,03/02/2005,385000,442696,04/03/2019,-3857
547 S Clark St 1001 ,60605,54539354,325960.0,2017,Condominium,10000,2.0,2,06/11/2012,340000,395570,04/03/2019,4527
547 S Clark St 1002 ,60605,54539355,395470.0,2017,Condominium,10000,2.0,2,11/20/2015,500000,462396,04/03/2019,5291
547 S Clark St 1003 ,60605,50125074,308190.0,2017,MultiFamily2To4,10000,1.0,1,09/04/2002,345000,313410,04/03/2019,10633
547 S Clark St 1004 ,60605,54539356,308190.0,2017,MultiFamily2To4,10000,2.0,2,10/18/2013,300000,411507,04/03/2019,-7781
547 S Clark St 1101 ,60605,54539359,391310.0,2017,Condominium,10000,2.0,2,07/18/2011,394500,439931,04/03/2019,16799
547 S Clark St 1103 ,60605,54539360,528330.0,2017,Condominium,10000,2.0,3,10/08/2013,575000,644075,04/03/2019,-25466
547 S Clark St 1201 ,60605,54539362,718350.0,2017,Condominium,10000,3.0,3,04/07/2014,740000,1065161,04/03/2019,50898
547 S Clark St 1202 ,60605,54539363,579300.0,2017,Condominium,10000,,,07/23/1999,397000,747005,04/03/2019,20891
547 S Clark St 1203 ,60605,54539395,33980.0,2017,Condominium,10000,,,11/27/2017,650000,49704,04/03/2019,6041
547 S Clark St 1301 ,60605,54539365,661190.0,2017,Condominium,10000,,,06/14/1999,463000,983145,04/03/2019,38597
547 S Clark St 1401 ,60605,2090430971,,,Condominium,,2.5,3,04/28/2018,825000,638906,04/03/2019,-138842
547 S Clark St 1403 ,60605,54539370,634160.0,2017,Condominium,10000,2.0,2,02/22/2016,630000,734838,04/03/2019,54403
547 S Clark St P1 ,60605,54539371,33980.0,2017,Condominium,10000,,,02/22/2016,630000,49704,04/03/2019,6041
547 S Clark St P10 ,60605,54539379,33980.0,2017,Condominium,10000,2.0,2,08/14/2012,362500,345632,04/03/2019,-5024
547 S Clark St P11 ,60605,54539380,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
547 S Clark St P12 ,60605,54539381,33980.0,2017,Condominium,10000,2.0,2,07/18/2011,394500,345644,04/03/2019,-5016
547 S Clark St P13 ,60605,54539382,33980.0,2017,Condominium,10000,,2,12/13/2013,365000,49704,04/03/2019,6041
547 S Clark St P14 ,60605,54539383,33980.0,2017,Condominium,10000,,,01/26/2012,345000,49704,04/03/2019,6041
547 S Clark St P15 ,60605,54539384,33980.0,2017,Condominium,10000,,,03/20/2014,370000,49704,04/03/2019,6041
547 S Clark St P16 ,60605,54539385,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
547 S Clark St P17 ,60605,54539386,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
547 S Clark St P18 ,60605,54539387,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
547 S Clark St P19 ,60605,54539388,33980.0,2017,Condominium,10000,,,11/20/2015,500000,49704,04/03/2019,6041
547 S Clark St P2 ,60605,54539372,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
547 S Clark St P20 ,60605,54539389,33980.0,2017,Condominium,10000,,,04/17/2017,440000,49704,04/03/2019,6041
547 S Clark St P21 ,60605,54539390,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
547 S Clark St P22 ,60605,54539391,33980.0,2017,Condominium,10000,,,10/23/2007,500000,49704,04/03/2019,6041
547 S Clark St P23 ,60605,54539392,33980.0,2017,Condominium,10000,,,06/29/2010,395000,49704,04/03/2019,6041
547 S Clark St P24 ,60605,54539393,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
547 S Clark St P25 ,60605,54539394,33980.0,2017,Condominium,10000,,,06/30/2010,391000,49704,04/03/2019,6041
547 S Clark St P27 ,60605,54539396,33980.0,2017,Condominium,10000,,,04/07/2014,740000,49704,04/03/2019,6041
547 S Clark St P28 ,60605,54539397,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
547 S Clark St P3 ,60605,54539373,33980.0,2017,Condominium,10000,2.0,2,10/02/2012,285000,339809,04/03/2019,5469
547 S Clark St P31 ,60605,54539400,33980.0,2017,Condominium,10000,,,12/09/2010,380000,49704,04/03/2019,6041
547 S Clark St P33 ,60605,54539402,33980.0,2017,Condominium,10000,,,09/22/2010,380000,49704,04/03/2019,6041
547 S Clark St P34 ,60605,50560298,33980.0,2017,Condominium,10000,,,08/31/2009,425000,49704,04/03/2019,6041
547 S Clark St P35 ,60605,54539403,33980.0,2017,Condominium,10000,,,04/24/2007,424000,49704,04/03/2019,6041
547 S Clark St P36 ,60605,54539404,33980.0,2017,Condominium,10000,,,12/07/2015,501000,49704,04/03/2019,6041
547 S Clark St P37 ,60605,54539405,33980.0,2017,Condominium,10000,,,12/29/2009,100000,49704,04/03/2019,6041
547 S Clark St P4 ,60605,54539374,33980.0,2017,Condominium,10000,,,10/08/2013,575000,49704,04/03/2019,6041
547 S Clark St P5 ,60605,54539375,33980.0,2017,Condominium,10000,,,10/25/2006,460000,49704,04/03/2019,6041
547 S Clark St P6 ,60605,54539376,33980.0,2017,Condominium,10000,,,09/11/2000,349000,49704,04/03/2019,6041
547 S Clark St P7 ,60605,54539377,33980.0,2017,Condominium,10000,,,06/11/2012,340000,49704,04/03/2019,6041
547 S Clark St P8 ,60605,54539378,33980.0,2017,Condominium,10000,,,05/02/2002,347500,49704,04/03/2019,6041
547 S Clark St P9 ,60605,51176436,33980.0,2017,Condominium,10000,,,,,49704,04/03/2019,6041
642 S Clark St ,60605,2096686397,,,MultiFamily2To4,,1.0,1,,,262100,04/03/2019,-33313
730 S Clark St ,60605,2103595318,,,Townhouse,,1.0,1,11/08/2015,2104,286940,04/03/2019,-18160
751 S Clark St ,60605,2103401891,,,Apartment,,1.0,1,,,,01/01/1970,
900 S Clark St ,60605,2087338239,,,MultiFamily5Plus,,2.0,2,,,,01/01/1970,
950 S Clark St ,60605,158841137,1492800.0,2017,VacantResidentialLand,,1.0,0,,,,01/01/1970,
1000 S Clark St ,60605,2086891998,,,Apartment,,2.5,3,,,,01/01/1970,
1251 S Clark St ,60605,3875742,20.0,2017,SingleFamily,201683,,,,,,01/01/1970,
1341 S Clark St ,60605,3875759,470670.0,2017,SingleFamily,1375,2.5,2,01/13/2017,527000,582562,04/03/2019,7661
1343 S Clark St ,60605,3875758,470670.0,2017,Condominium,1135,2.5,2,07/24/2000,370000,558984,04/03/2019,15305
1345 S Clark St ,60605,3875757,470670.0,2017,SingleFamily,1135,2.5,2,09/21/2001,387500,580554,04/03/2019,16599
1347 S Clark St ,60605,3875756,470670.0,2017,Townhouse,1136,3.0,2,07/15/2004,371000,584873,04/03/2019,13601
1349 S Clark St ,60605,3875755,470860.0,2017,SingleFamily,1135,2.5,2,,,580284,04/03/2019,16666
1351 S Clark St ,60605,3875754,470860.0,2017,Townhouse,1136,3.0,2,12/14/2005,468000,580188,04/03/2019,15667
1353 S Clark St ,60605,3875753,470670.0,2017,SingleFamily,1293,2.5,2,11/12/1993,168666,581761,04/03/2019,6979
1355 S Clark St ,60605,3875751,782440.0,2017,SingleFamily,1706,2.5,3,,,1003175,04/03/2019,39263
1357 S Clark St ,60605,3875752,782440.0,2017,SingleFamily,1337,2.5,3,,,1020348,04/03/2019,34605
1401 S Clark St ,60605,3875738,782440.0,2017,SingleFamily,1687,2.5,3,08/05/2004,725000,1013926,04/03/2019,32674
1403 S Clark St ,60605,3875739,681140.0,2017,Condominium,1318,2.5,3,01/16/2008,620000,969340,04/03/2019,7468
1405 S Clark St ,60605,3875740,630950.0,2017,Townhouse,1521,3.0,2,04/24/2008,555000,839048,04/03/2019,2167
1407 S Clark St ,60605,49910552,502730.0,2017,Townhouse,1318,3.0,2,07/14/2015,637500,578156,04/03/2019,-35276
1409 S Clark St ,60605,3875741,630000.0,2017,SingleFamily,1614,2.5,3,11/04/2003,453500,730247,04/03/2019,11626
1429 S Clark St ,60605,3875624,423860.0,2017,SingleFamily,1540,2.0,2,12/28/2015,465000,527750,04/03/2019,7577
1431 S Clark St ,60605,3875623,370380.0,2017,Townhouse,990,3.0,3,07/31/2018,535000,523810,04/03/2019,-4933
1433 S Clark St ,60605,3875622,389880.0,2017,SingleFamily,986,1.5,2,06/20/2002,320000,485234,04/03/2019,9478
1435 S Clark St ,60605,3875621,400780.0,2017,Townhouse,1168,2.0,2,09/08/2009,365000,488897,04/03/2019,2508
1437 S Clark St ,60605,3875619,747130.0,2017,SingleFamily,1989,2.5,3,03/15/2007,690000,1061893,04/03/2019,-8841
1439 S Clark St ,60605,3875620,782250.0,2017,SingleFamily,2337,2.5,3,,,1080061,04/03/2019,2053
1443 S Clark St ,60605,3875608,782250.0,2017,SingleFamily,2350,2.5,3,06/18/2001,670000,1093799,04/03/2019,5238
1445 S Clark St ,60605,3875607,749560.0,2017,Townhouse,1985,4.0,3,02/25/1998,357500,1118390,04/03/2019,15868
1447 S Clark St ,60605,3875606,630800.0,2017,Condominium,1340,3.0,3,09/15/2016,620000,703225,04/03/2019,20536
1449 S Clark St ,60605,3875605,630800.0,2017,SingleFamily,1105,2.5,3,,,713889,04/03/2019,14000
1451 S Clark St ,60605,3875604,408730.0,2017,SingleFamily,871,1.5,2,,,480820,04/03/2019,-698
1453 S Clark St ,60605,3875603,408730.0,2017,Townhouse,871,1.5,2,,,481037,04/03/2019,-622
1455 S Clark St ,60605,3875602,423860.0,2017,SingleFamily,871,1.5,2,12/30/1993,139666,484837,04/03/2019,130
1457 S Clark St ,60605,3875601,423860.0,2017,Townhouse,875,1.5,2,11/08/2011,420000,491202,04/03/2019,-3116
1459 S Clark St ,60605,3875600,423860.0,2017,Townhouse,868,1.0,2,12/21/2015,468000,467627,04/03/2019,5297
1461 S Clark St ,60605,3875599,423860.0,2017,Townhouse,869,2.0,2,05/09/2001,315000,485640,04/03/2019,2678
1463 S Clark St ,60605,3875598,597950.0,2017,SingleFamily,1082,2.5,3,,,679462,04/03/2019,11132
1465 S Clark St ,60605,3875597,630800.0,2017,Condominium,1409,3.0,2,08/28/2015,570000,687437,04/03/2019,15604
417 S Dearborn St ,60605,,,,,,,,,,,,
431 S Dearborn St ,60605,49910906,179800.0,2017,Condominium,10202,1.0,1,06/29/2016,210000,218647,04/03/2019,4448
431 S Dearborn St 201 ,60605,49910968,151680.0,2017,Condominium,10202,1.0,1,07/02/2001,168000,211633,04/03/2019,-6235
431 S Dearborn St 203 ,60605,3871303,173380.0,2017,Condominium,10202,2.0,3,02/22/2019,327500,248413,04/03/2019,11371
431 S Dearborn St 204 ,60605,49910969,75470.0,2017,Condominium,10202,,,02/22/2019,327500,152726,04/03/2019,12175
431 S Dearborn St 205 ,60605,49910970,214800.0,2017,Condominium,10202,,,09/06/2001,219000,269993,04/03/2019,10481
431 S Dearborn St 207 ,60605,2129870292,,,Condominium,,1.0,1,,,239441,04/03/2019,-16244
431 S Dearborn St 208 ,60605,49910972,80640.0,2017,SingleFamily,10202,1.0,0,12/09/1997,66000,149867,04/03/2019,6689
431 S Dearborn St 209 ,60605,49910973,113270.0,2017,Condominium,10202,1.0,1,04/27/2017,172000,198155,04/03/2019,4038
431 S Dearborn St 301 ,60605,49910974,152330.0,2017,Condominium,10202,1.0,1,05/06/2004,185000,225452,04/03/2019,1787
431 S Dearborn St 302 ,60605,3871305,169100.0,2017,Condominium,10202,1.0,1,07/15/2009,195000,215201,04/03/2019,-9213
431 S Dearborn St 303 ,60605,3871306,174770.0,2017,MultiFamily5Plus,10202,1.0,1,11/15/2011,174000,,01/01/1970,
431 S Dearborn St 304 ,60605,,,,,,,,,,,,
431 S Dearborn St 305 ,60605,3871307,217690.0,2017,MultiFamily5Plus,10202,1.0,1,09/13/1999,225000,,01/01/1970,
431 S Dearborn St 306 ,60605,49910938,231710.0,2017,Condominium,10202,2.0,2,06/03/2014,305000,342032,04/03/2019,1978
431 S Dearborn St 307 ,60605,49910939,163050.0,2017,Condominium,10202,1.0,1,01/21/2005,210000,212035,04/03/2019,2872
431 S Dearborn St 308 ,60605,49910940,81260.0,2017,Condominium,10202,,,01/23/1998,66000,159303,04/03/2019,11717
431 S Dearborn St 309 ,60605,49910941,114030.0,2017,Condominium,10202,1.0,1,10/17/2017,179000,194447,04/03/2019,5239
431 S Dearborn St 401 ,60605,49910942,156990.0,2017,Condominium,10202,1.0,1,01/07/2019,180000,205435,04/03/2019,3789
431 S Dearborn St 402 ,60605,49910943,174510.0,2017,Condominium,10202,1.0,1,06/09/2016,202000,213591,04/03/2019,-4141
431 S Dearborn St 403 ,60605,3871308,181830.0,2017,Condominium,10202,1.0,1,10/03/2017,180000,233593,04/03/2019,-9574
431 S Dearborn St 404 ,60605,49910944,79630.0,2017,Condominium,10202,1.0,0,06/16/2014,137000,146040,04/03/2019,5210
431 S Dearborn St 405 ,60605,3871309,201100.0,2017,MultiFamily5Plus,10202,1.0,1,03/16/2009,280000,,01/01/1970,
431 S Dearborn St 406 ,60605,49910945,241800.0,2017,Condominium,10202,2.0,2,05/14/2013,210299,342737,04/03/2019,4263
431 S Dearborn St 407 ,60605,49910946,167950.0,2017,MultiFamily2To4,10202,1.0,1,12/26/2006,240000,219833,04/03/2019,-1562
431 S Dearborn St 408 ,60605,49910947,82030.0,2017,Condominium,10202,1.0,0,04/13/2017,155000,147329,04/03/2019,6770
431 S Dearborn St 409 ,60605,49910948,125490.0,2017,MultiFamily2To4,10202,1.0,1,01/27/2006,200000,202543,04/03/2019,8187
431 S Dearborn St 502 ,60605,49910949,175770.0,2017,Condominium,10202,1.0,1,10/05/2004,235000,221840,04/03/2019,-12375
431 S Dearborn St 503 ,60605,3871311,183080.0,2017,MultiFamily2To4,10202,1.0,1,11/06/2000,200000,242403,04/03/2019,-8587
431 S Dearborn St 504 ,60605,49910950,80260.0,2017,SingleFamily,10202,1.0,0,07/15/2016,148000,,01/01/1970,
431 S Dearborn St 505 ,60605,49910951,220240.0,2017,Condominium,10202,1.0,1,,,245914,04/03/2019,-4217
431 S Dearborn St 506 ,60605,49910952,244320.0,2017,Condominium,10202,,,10/29/1997,130666,304432,04/03/2019,23454
431 S Dearborn St 507 ,60605,49910953,168600.0,2017,Condominium,10202,1.0,1,07/10/2017,216000,218606,04/03/2019,-12295
431 S Dearborn St 508 ,60605,3871312,82660.0,2017,Condominium,10202,1.0,0,01/06/2016,138000,145565,04/03/2019,4815
431 S Dearborn St 509 ,60605,49910954,138340.0,2017,Condominium,10202,,,03/02/1999,120000,214073,04/03/2019,-2890
431 S Dearborn St 601 ,60605,49910955,158260.0,2017,Condominium,10202,1.0,1,07/26/2011,137500,212241,04/03/2019,3555
431 S Dearborn St 602 ,60605,49910956,177160.0,2017,Condominium,10202,1.0,1,05/04/2018,205000,209921,04/03/2019,4678
431 S Dearborn St 603 ,60605,3871313,184460.0,2017,MultiFamily5Plus,10202,1.0,1,09/18/2015,220000,,01/01/1970,
431 S Dearborn St 604 ,60605,49910957,80890.0,2017,Condominium,10202,,,01/25/2007,131000,159236,04/03/2019,12027
431 S Dearborn St 605 ,60605,49910958,222900.0,2017,Condominium,10202,,,06/28/2000,237500,271907,04/03/2019,11922
431 S Dearborn St 606 ,60605,49910959,246840.0,2017,Condominium,10202,2.0,2,08/14/2003,295000,336795,04/03/2019,50574
431 S Dearborn St 607 ,60605,49910960,185770.0,2017,Condominium,10202,,,,,259421,04/03/2019,1818
431 S Dearborn St 608 ,60605,49910961,83270.0,2017,Condominium,10202,,,,,158071,04/03/2019,9899
431 S Dearborn St 609 ,60605,49910962,126880.0,2017,Condominium,10202,1.0,1,08/08/2013,184500,212551,04/03/2019,-1080
431 S Dearborn St 701 ,60605,12938492,158890.0,2017,MultiFamily2To4,10202,1.0,1,12/23/2016,215000,212433,04/03/2019,2755
431 S Dearborn St 703 ,60605,49910964,203750.0,2017,Condominium,10202,,,02/24/1999,174000,265339,04/03/2019,-1087
431 S Dearborn St 705 ,60605,49910966,225530.0,2017,MultiFamily2To4,10202,2.0,2,05/29/2015,259000,329021,04/03/2019,2363
431 S Dearborn St 707 ,60605,49910902,169980.0,2017,Condominium,10202,1.0,1,05/11/2016,170000,224170,04/03/2019,-17856
431 S Dearborn St 708 ,60605,49910903,84040.0,2017,Condominium,10202,1.0,0,08/07/2001,105000,144653,04/03/2019,4447
431 S Dearborn St 709 ,60605,49910904,127510.0,2017,Condominium,10202,,2,07/01/2005,185000,199208,04/03/2019,12487
431 S Dearborn St 801 ,60605,49910905,159640.0,2017,Condominium,10202,1.0,1,,,212049,04/03/2019,2716
431 S Dearborn St 803 ,60605,49910907,205260.0,2017,Condominium,10202,,,,,265642,04/03/2019,-2268
431 S Dearborn St 804 ,60605,49910908,82270.0,2017,Condominium,10202,1.0,0,11/17/2015,136000,145019,04/03/2019,4778
431 S Dearborn St 806 ,60605,49910910,251890.0,2017,Condominium,10202,2.0,2,06/05/2015,292500,349500,04/03/2019,2573
431 S Dearborn St 807 ,60605,3871314,170610.0,2017,MultiFamily5Plus,10202,1.0,1,03/02/1999,157000,,01/01/1970,
431 S Dearborn St 808 ,60605,49910911,84670.0,2017,MultiFamily2To4,10202,1.0,0,01/07/2016,139000,146391,04/03/2019,5565
431 S Dearborn St 809 ,60605,49910912,128150.0,2017,MultiFamily2To4,10202,1.0,1,03/23/2001,158000,207690,04/03/2019,-7607
431 S Dearborn St 902 ,60605,49910914,177020.0,2017,Condominium,10202,,,05/18/2016,190000,253588,04/03/2019,9006
431 S Dearborn St 903 ,60605,49910915,182700.0,2017,Condominium,10202,,1,05/05/2005,232000,259655,04/03/2019,10301
431 S Dearborn St 904 ,60605,3871285,80140.0,2017,MultiFamily5Plus,10202,1.0,1,04/11/2018,136000,,01/01/1970,
431 S Dearborn St 905 ,60605,49910916,230850.0,2017,Condominium,10202,2.0,2,09/24/2015,275000,337612,04/03/2019,3087
431 S Dearborn St 906 ,60605,49910917,270770.0,2017,Condominium,10202,2.0,2,10/14/2015,275000,383013,04/03/2019,-3326
431 S Dearborn St 907 ,60605,3871315,167060.0,2017,MultiFamily5Plus,10202,1.0,1,05/28/1999,144500,,01/01/1970,
431 S Dearborn St 908 ,60605,49910918,85290.0,2017,MultiFamily2To4,10202,1.0,0,05/05/2016,143000,146608,04/03/2019,5533
431 S Dearborn St 909 ,60605,49910919,128770.0,2017,MultiFamily2To4,10202,1.0,0,09/19/2018,208000,208875,04/03/2019,2893
431 S Dearborn St 1002 ,60605,49910921,178290.0,2017,Condominium,10202,1.0,1,09/16/2010,175000,264982,04/03/2019,10349
